BufferName,BufferID,Machine,Time,No.Items
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),5364,1335
M4-02_(FR4_02)_Output,,M4-02_(FR4_02),5538,240
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),5623,1
M4-02_(FR4_02)_Output,,M4-02_(FR4_02),5688,0
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),5690,240
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),6242,0
BW_(BKW_01)_Output,,BW_(BKW_01),6243,616
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),6244,1336
BW_(BKW_01)_Output,,BW_(BKW_01),6247,0
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),6248,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),6249,616
BW_(BKW_01)_Input,,BW_(BKW_01),6251,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),6253,0
BW_(BKW_01)_Output,,BW_(BKW_01),6356,524
BW_(BKW_01)_Output,,BW_(BKW_01),6360,0
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),6362,524
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),6366,0
M4-02_(FR4_02)_Input,,M4-02_(FR4_02),6706,0
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),6718,994
PACK_(VERP_P)_Output,,PACK_(VERP_P),6871,616
PACK_(VERP_P)_Output,,PACK_(VERP_P),6875,0
Central_Input,,Central Inventory,6877,1323
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),8134,46
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),8138,0
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),8139,1
PACK_(VERP_P)_Input,,PACK_(VERP_P),8140,46
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),8141,21
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),8143,45
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),8143,44
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),8145,24
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),8145,1
PACK_(VERP_P)_Input,,PACK_(VERP_P),8146,0
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),8147,0
Central_Input,,Central Inventory,8147,1343
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),8149,0
Central_Input,,Central Inventory,8149,1367
PACK_(VERP_P)_Output,,PACK_(VERP_P),8194,46
PACK_(VERP_P)_Output,,PACK_(VERP_P),8198,0
Central_Input,,Central Inventory,8200,1413
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),12038,14
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),12042,0
Central_Input,,Central Inventory,12044,1427
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),12046,24
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),12050,0
Central_Input,,Central Inventory,12052,1451
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),13509,26
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),13513,0
Central_Input,,Central Inventory,13515,1477
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),13742,342
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),13745,0
BW_(BKW_01)_Input,,BW_(BKW_01),13747,342
BW_(BKW_01)_Input,,BW_(BKW_01),13751,0
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),14032,521
BW_(BKW_01)_Output,,BW_(BKW_01),14923,342
BW_(BKW_01)_Output,,BW_(BKW_01),14927,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),14929,342
PACK_(VERP_P)_Input,,PACK_(VERP_P),14933,0
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),15079,420
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),15083,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),15085,420
PACK_(VERP_P)_Output,,PACK_(VERP_P),15275,342
PACK_(VERP_P)_Input,,PACK_(VERP_P),15279,0
PACK_(VERP_P)_Output,,PACK_(VERP_P),15279,0
Central_Input,,Central Inventory,15281,1819
PACK_(VERP_P)_Output,,PACK_(VERP_P),15282,420
PACK_(VERP_P)_Output,,PACK_(VERP_P),15286,0
Central_Input,,Central Inventory,15288,2239
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),15346,524
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),15350,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),15352,524
PACK_(VERP_P)_Input,,PACK_(VERP_P),15356,0
PACK_(VERP_P)_Output,,PACK_(VERP_P),15463,524
PACK_(VERP_P)_Output,,PACK_(VERP_P),15467,0
Central_Input,,Central Inventory,15469,2763
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),16547,473
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),16550,0
BW_(BKW_01)_Input,,BW_(BKW_01),16552,473
BW_(BKW_01)_Input,,BW_(BKW_01),16556,0
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),16637,121
UMC750_(M5-03)_Output,,UMC750_(M5-03),17217,360
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),17220,400
BW_(BKW_01)_Output,,BW_(BKW_01),17223,473
UMC750_(M5-03)_Output,,UMC750_(M5-03),17227,0
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),17229,360
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),17232,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),17234,400
BW_(BKW_01)_Output,,BW_(BKW_01),17237,0
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),17239,833
PACK_(VERP_P)_Input,,PACK_(VERP_P),17244,0
PACK_(VERP_P)_Output,,PACK_(VERP_P),17264,400
PACK_(VERP_P)_Output,,PACK_(VERP_P),17268,0
Central_Input,,Central Inventory,17270,3163
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),17765,473
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),17766,0
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),17840,1
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),17945,120
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),17950,0
BW_(BKW_01)_Input,,BW_(BKW_01),17952,120
BW_(BKW_01)_Input,,BW_(BKW_01),17956,0
BW_(BKW_01)_Output,,BW_(BKW_01),17968,120
BW_(BKW_01)_Output,,BW_(BKW_01),17970,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),17972,120
PACK_(VERP_P)_Input,,PACK_(VERP_P),17976,0
PACK_(VERP_P)_Output,,PACK_(VERP_P),17980,120
PACK_(VERP_P)_Output,,PACK_(VERP_P),17982,0
Central_Input,,Central Inventory,17984,3283
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),18029,0
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18080,80
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18084,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),18086,80
PACK_(VERP_P)_Input,,PACK_(VERP_P),18090,0
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18138,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18142,0
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),18144,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18145,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18146,2
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18147,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18148,2
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),18149,2
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),18150,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18150,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),18151,0
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),18152,2
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),18153,3
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),18154,2
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),18157,1
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),18158,0
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),18160,1
M3-01_(FR3_01)_Output,,M3-01_(FR3_01),18164,0
Central_Input,,Central Inventory,18166,3284
PACK_(VERP_P)_Output,,PACK_(VERP_P),18171,80
PACK_(VERP_P)_Output,,PACK_(VERP_P),18175,0
Central_Input,,Central Inventory,18177,3364
M4-02_(FR4_02)_Output,,M4-02_(FR4_02),22613,700
M4-02_(FR4_02)_Output,,M4-02_(FR4_02),22617,0
BW_(BKW_01)_Input,,BW_(BKW_01),22619,700
BW_(BKW_01)_Input,,BW_(BKW_01),22623,0
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),25164,240
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),25168,0
BW_(BKW_01)_Input,,BW_(BKW_01),25170,240
BW_(BKW_01)_Output,,BW_(BKW_01),25690,700
BW_(BKW_01)_Output,,BW_(BKW_01),25696,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),25698,700
BW_(BKW_01)_Input,,BW_(BKW_01),25701,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),25706,0
BW_(BKW_01)_Output,,BW_(BKW_01),26423,240
BW_(BKW_01)_Output,,BW_(BKW_01),26427,0
Central_Input,,Central Inventory,26429,3604
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),26742,473
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),26746,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),26748,473
PACK_(VERP_P)_Output,,PACK_(VERP_P),26890,700
PACK_(VERP_P)_Output,,PACK_(VERP_P),26896,0
Central_Input,,Central Inventory,26898,4304
PACK_(VERP_P)_Input,,PACK_(VERP_P),26901,0
PACK_(VERP_P)_Output,,PACK_(VERP_P),27858,473
PACK_(VERP_P)_Output,,PACK_(VERP_P),27862,0
Central_Input,,Central Inventory,27864,4777
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),28024,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),28028,0
Central_Input,,Central Inventory,28030,4778
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),28083,25
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),28087,0
Central_Input,,Central Inventory,28089,4803
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),36685,360
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),36689,0
Central_Input,,Central Inventory,36691,5163
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),37963,581
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),37965,605
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),37967,24
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),37969,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),37969,581
Central_Input,,Central Inventory,37971,5187
PACK_(VERP_P)_Input,,PACK_(VERP_P),37973,0
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38026,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38028,2
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38030,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38032,0
Central_Input,,Central Inventory,38032,5188
Central_Input,,Central Inventory,38034,5189
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38036,1
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38040,0
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38042,1
Central_Input,,Central Inventory,38042,5190
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38046,0
Central_Input,,Central Inventory,38048,5191
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38326,80
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),38330,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),38332,80
PACK_(VERP_P)_Output,,PACK_(VERP_P),38556,581
PACK_(VERP_P)_Output,,PACK_(VERP_P),38562,0
Central_Input,,Central Inventory,38564,5772
PACK_(VERP_P)_Input,,PACK_(VERP_P),38567,0
PACK_(VERP_P)_Output,,PACK_(VERP_P),38647,80
PACK_(VERP_P)_Output,,PACK_(VERP_P),38651,0
Central_Input,,Central Inventory,38653,5852
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),42634,89
OUT - Outsourced activity_(OUT - Outsourced)_Output,,OUT - Outsourced activity_(OUT - Outsourced),42638,0
PACK_(VERP_P)_Input,,PACK_(VERP_P),42640,89
PACK_(VERP_P)_Input,,PACK_(VERP_P),42644,0
PACK_(VERP_P)_Output,,PACK_(VERP_P),42735,89
PACK_(VERP_P)_Output,,PACK_(VERP_P),42739,0
Central_Input,,Central Inventory,42741,5941
