ShipmentBatch,ShipmentType,Arrival Date,Priority,Weight,Destination
16,Box,2026-09-17,2,26,1
16,Box,2026-09-17,1,25,12
16,Bag,2026-09-17,3,12,4
16,Bag,2026-09-17,3,12,8
16,Box,2026-09-17,3,26,12
16,Box,2026-09-17,3,29,7
16,Bag,2026-09-17,3,11,10
16,Bag,2026-09-17,1,14,8
16,Bag,2026-09-17,3,14,8
16,Bag,2026-09-17,3,11,11
16,Bag,2026-09-17,3,11,1
16,Bag,2026-09-17,2,12,8
16,Box,2026-09-17,3,31,1
16,Bag,2026-09-17,1,13,3
16,Box,2026-09-17,3,27,8
16,Bag,2026-09-17,3,12,5
16,Bag,2026-09-17,3,10,10
16,Box,2026-09-17,2,28,6
16,Bag,2026-09-17,2,12,1
16,Bag,2026-09-17,1,12,6
16,Box,2026-09-17,2,38,8
16,Bag,2026-09-17,3,14,0
16,Box,2026-09-17,1,28,5
16,Bag,2026-09-17,1,11,6
16,Bag,2026-09-17,3,14,14
16,Box,2026-09-17,2,31,8
17,Bag,2026-09-17,2,14,11
17,Box,2026-09-17,2,38,1
17,Box,2026-09-17,2,35,10
17,Bag,2026-09-17,2,11,8
17,Bag,2026-09-17,1,10,4
17,Bag,2026-09-17,3,14,8
17,Box,2026-09-17,2,33,12
17,Bag,2026-09-17,2,14,8
17,Bag,2026-09-17,3,13,6
17,Bag,2026-09-17,3,13,12
17,Box,2026-09-17,3,25,8
17,Box,2026-09-17,3,39,12
17,Box,2026-09-17,3,31,4
17,Box,2026-09-17,3,28,5
17,Box,2026-09-17,1,28,11
17,Bag,2026-09-17,1,12,3
17,Box,2026-09-17,2,38,11
17,Box,2026-09-17,2,32,4
17,Bag,2026-09-17,3,14,13
17,Box,2026-09-17,3,26,1
17,Bag,2026-09-17,1,11,5
17,Bag,2026-09-17,3,11,0
17,Box,2026-09-17,3,38,12
18,Box,2026-09-17,3,32,3
18,Box,2026-09-17,3,36,11
18,Bag,2026-09-17,2,11,8
18,Box,2026-09-17,2,31,4
18,Bag,2026-09-17,3,10,4
18,Bag,2026-09-17,3,11,0
18,Box,2026-09-17,1,34,7
18,Bag,2026-09-17,2,13,10
18,Bag,2026-09-17,3,10,8
18,Box,2026-09-17,2,38,0
18,Bag,2026-09-17,1,11,13
18,Box,2026-09-17,3,35,10
18,Box,2026-09-17,3,36,8
18,Bag,2026-09-17,1,10,5
18,Bag,2026-09-17,3,13,4
18,Bag,2026-09-17,2,12,1
18,Bag,2026-09-17,1,13,5
18,Bag,2026-09-17,2,13,6
18,Bag,2026-09-17,1,14,1
18,Box,2026-09-17,2,31,13
18,Bag,2026-09-17,1,12,12
18,Bag,2026-09-17,2,14,8
18,Bag,2026-09-17,1,13,0
18,Bag,2026-09-17,3,14,14
18,Bag,2026-09-17,1,11,5
18,Box,2026-09-17,3,39,1
19,Bag,2026-09-17,2,10,5
19,Bag,2026-09-17,3,12,12
19,Bag,2026-09-17,2,11,10
19,Box,2026-09-17,2,36,6
19,Bag,2026-09-17,3,13,6
19,Bag,2026-09-17,3,13,8
19,Box,2026-09-17,1,26,3
19,Bag,2026-09-17,2,13,10
19,Bag,2026-09-17,3,11,1
19,Bag,2026-09-17,3,14,10
19,Box,2026-09-17,3,31,3
19,Box,2026-09-17,1,39,6
19,Bag,2026-09-17,2,14,12
19,Bag,2026-09-17,1,11,9
19,Bag,2026-09-17,3,12,5
19,Bag,2026-09-17,3,14,12
19,Bag,2026-09-17,3,10,3
19,Bag,2026-09-17,3,11,11
19,Bag,2026-09-17,3,12,3
19,Box,2026-09-17,3,35,12
19,Bag,2026-09-17,3,10,14
19,Bag,2026-09-17,3,10,4
19,Bag,2026-09-17,1,13,12
19,Bag,2026-09-17,3,10,11
19,Box,2026-09-17,3,36,12
19,Box,2026-09-17,2,26,8
19,Bag,2026-09-17,2,13,3
19,Box,2026-09-17,1,37,9
