ID,Product,Product/ID,Quantity To Produce,Deadline,Work Orders/Work Center,Work Orders/Work Center/ID,Work Orders/Expected Duration,Work Orders/Start,Work Orders/End,Work Orders/Status,Processing Machine,Scheduled
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,4500.0,2026-07-14 08:00:00,2026-07-27 11:00:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,50.0,2026-07-27 12:34:00,2026-07-27 13:24:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6443_1af444bd,[4022.622.61092] RH RED GRIPPER CABLE COVER ,7366.0,68.0,2026-11-02 01:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,83.0,,,To Do,-,True
,,,,,M5-04 - UMCSS - 5axis  - Manual (UMC750SS),__export__.mrp_workcenter_62_468a38e5,1420.0,,,To Do,-,True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,2236.0,,,To Do,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,6750.0,,,To Do,-,True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,68.0,,,To Do,-,True
__export__.mrp_production_6444_e0fbbf49,[4022 639 54042] YS gripper detect mirro block,14970.0,100.0,2026-07-02 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,115.0,2026-07-10 14:54:00,2026-07-10 16:49:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M5-01 - AW - 5axis - Conveyor Automation (FR5_01),__export__.mrp_workcenter_58_a525d5b9,1790.0,2026-07-10 17:00:00,2026-07-13 22:50:00,Finished,M5-01_(FR5_01),True
,,,,,M5-01 - AW - 5axis - Conveyor Automation (FR5_01),__export__.mrp_workcenter_58_a525d5b9,590.0,2026-07-14 14:45:00,2026-07-15 00:35:00,Finished,M5-01_(FR5_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,300.0,2026-07-15 19:09:00,2026-07-16 08:09:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,100.0,2026-07-16 08:30:00,2026-07-16 10:10:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6445_1280b588,[1508130 B] [Q] excenter housing z,16893.0,174.0,2026-06-23 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,189.0,2026-07-10 08:45:00,2026-07-10 11:54:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M5-02 - AW - 5axis - Pallet Automation (FR5_02),__export__.mrp_workcenter_59_d6deab7b,8790.0,2026-07-21 13:20:00,2026-07-29 15:50:00,Finished,M5-02_(FR5_02),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,960.0,2026-08-04 23:21:00,2026-08-05 23:21:00,Finished,M3-01_(FR3_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,870.0,2026-08-11 21:50:00,2026-08-12 20:20:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,174.0,2026-08-13 08:49:00,2026-08-13 11:43:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6446_f1fdc0a5,[4022-680-50251] MBI WS MK2 F&T BMA CONNECT,14997.0,40.0,2026-07-23 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,55.0,2026-07-14 13:24:00,2026-07-14 14:19:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M3-02 - AW - 3axis - Manual (FR3_02),__export__.mrp_workcenter_55_15609e22,1410.0,2026-07-15 09:48:40.200000,2026-07-16 17:18:40.200000,Finished,VF2SS_(M3-03),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
__export__.mrp_production_6451_389c64fc,[4023-003-94951-A] filter plate Cu0.2-Zr0.16,15016.0,20.0,2026-07-10 02:00:00,MP2 - Mat. prep - manual sawing (ZGN_02),__export__.mrp_workcenter_64_95992ef5,20.0,2026-07-10 08:00:00,2026-07-10 08:20:00,Finished,MP2_(ZGN_02),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,150.0,2026-07-30 16:45:00,2026-07-30 19:15:00,Finished,M4-01_(FR4_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,100.0,2026-07-31 08:00:00,2026-07-31 09:40:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,20.0,2026-07-31 10:00:00,2026-07-31 10:20:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6453_22d700ce,[7005-2480-0070] GRIPP / 105-46612,13982.0,32.0,2026-08-20 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,23.0,,,To Do,-,True
,,,,,M5-03 - UMC1 - 5axis - Manual (UMC750),__export__.mrp_workcenter_61_bcb50df3,100.0,,,To Do,-,True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,212.0,,,To Do,-,True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,8.0,,,To Do,-,True
__export__.mrp_production_6459_a0b74e6b,[7005-2480-0080] STICKER PLATE / 122-48982,13983.0,32.0,2026-08-20 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,17.0,,,To Do,-,True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,66.25,,,To Do,-,True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,72.25,,,To Do,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
__export__.mrp_production_6467_b0912980,[7005-2580-0014] Backplate V01-00 / NFI / 27244701,17992.0,7.0,2026-07-20 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,7.0,2026-07-13 12:30:00,2026-07-13 12:37:00,Finished,MP3_(UITG_M),True
,,,,,M3-02 - AW - 3axis - Manual (FR3_02),__export__.mrp_workcenter_55_15609e22,2274.0,2026-07-14 14:09:00,2026-07-16 20:03:00,Finished,M3-02_(FR3_02),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-07-17 08:00:00,2026-07-23 13:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6468_6de63ec1,[7005-2580-0015] Baseplate V01-00 / NFI / 27244702,17993.0,7.0,2026-07-20 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,7.0,2026-07-13 12:52:00,2026-07-13 12:59:00,Finished,MP3_(UITG_M),True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,1075.0,2026-07-13 21:01:40.200000,2026-07-14 22:56:40.200000,Finished,VF2SS_(M3-03),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-07-15 08:00:00,2026-07-21 13:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6469_7b1b4454,[7005-2580-0010] Cylinder bracket V01-00 / NFI / 27244703,16360.0,8.0,2026-07-20 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,2.0,2026-07-13 13:14:00,2026-07-13 13:16:00,Finished,MP3_(UITG_M),True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,142.0,2026-07-14 23:11:40.200000,2026-07-15 09:33:40.200000,Finished,VF2SS_(M3-03),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,2026-07-15 10:00:00,2026-07-21 15:30:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6471_f750fa1c,[4022-673-67281] Serv Mech Hinge Bracket Low,14990.0,15.0,2026-06-25 02:00:00,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,4500.0,2026-07-10 08:00:00,2026-07-23 11:00:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,4.0,2026-07-23 11:09:00,2026-07-23 11:13:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_6473_f60fef01,[4022.647.81691] PIPE CLAMP ISOLATE BOTTOM FRONT,19359.0,10.0,2026-07-01 12:56:36,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,20.0,2026-07-10 17:00:00,2026-07-10 17:20:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M5-01 - AW - 5axis - Conveyor Automation (FR5_01),__export__.mrp_workcenter_58_a525d5b9,390.0,2026-07-14 08:00:00,2026-07-14 14:30:00,Finished,M5-01_(FR5_01),True
__export__.mrp_production_6474_935ee624,"[7005-2540-0007] C beam / 07201507 v01-03 - Drawing in RED (40 x 40 x 5mm, welded tube)",17796.0,14.0,2026-07-28 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,16.0,,,To Do,-,True
,,,,,M3-03 - VF - 3axis - Manual (VF2SS),__export__.mrp_workcenter_60_6593b576,86.0,,,To Do,-,True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,2250.0,,,To Do,-,True
__export__.mrp_production_6475_2e47f8d7,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,16269.0,12.0,2026-07-28 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,27.0,,,To Do,-,True
,,,,,M5-02 - AW - 5axis - Pallet Automation (FR5_02),__export__.mrp_workcenter_59_d6deab7b,1890.0,,,To Do,-,True
,,,,,M5-03 - UMC1 - 5axis - Manual (UMC750),__export__.mrp_workcenter_61_bcb50df3,456.0,,,To Do,-,True
__export__.mrp_production_6476_396dcb31,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,13691.0,500.0,2026-07-15 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,500.0,2026-07-10 19:55:00,2026-07-13 12:15:00,Finished,MP3_(UITG_M),True
,,,,,M5-03 - UMC1 - 5axis - Manual (UMC750),__export__.mrp_workcenter_61_bcb50df3,11660.0,2026-07-13 17:00:00,2026-07-29 19:20:00,Finished,UMC750_(M5-03),True
,,,,,OUT - Outsourced activity,__export__.mrp_workcenter_68_8bff6631,4500.0,2026-07-30 08:00:00,2026-08-12 11:00:00,Finished,OUT - Outsourced activity_(OUT - Outsourced),True
__export__.mrp_production_6693_f0cf4fd4,[E06581] 4598-013-97781 WA2 VIBRATION PAD LEFT SPACER blauw,17519.0,200.0,2026-07-23 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,200.0,,,To Do,-,True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,890.0,,,To Do,-,True
__export__.mrp_production_6694_89e1be23,[E06580] 4598-013-97791 WA2 VIBRATION PAD RIGHT SPACER rood,17867.0,200.0,2026-07-23 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,200.0,,,To Do,-,True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,890.0,,,To Do,-,True
__export__.mrp_production_6695_a1bec1f4,[E05537] Spacer pos 1,18608.0,150.0,2026-08-25 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,150.0,,,To Do,-,True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,540.0,,,To Do,-,True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,150.0,,,To Do,-,True
__export__.mrp_production_6936_ef6b2220,[000750458C] Mounting Block for Flight rev. C / Roxin,19581.0,215.0,2026-07-08 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,230.0,2026-07-10 17:30:00,2026-07-10 21:20:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M5-03 - UMC1 - 5axis - Manual (UMC750),__export__.mrp_workcenter_61_bcb50df3,4145.0,2026-07-10 21:30:00,2026-07-17 10:35:00,Finished,UMC750SS_(M5-05),True
__export__.mrp_production_7003_03b81406,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,19199.0,1.0,2026-07-10 12:57:03,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,150.0,2026-07-13 19:26:00,2026-07-13 21:56:00,Finished,M3-01_(FR3_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,150.0,2026-07-15 08:25:00,2026-07-15 10:55:00,Finished,M3-01_(FR3_01),True
__export__.mrp_production_7005_0a2d1f7e,[4022-656-75183] Non loosable block M4,14978.0,93.0,2026-07-12 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,108.0,2026-07-13 17:30:00,2026-07-13 19:18:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,741.0,2026-08-17 08:00:00,2026-08-17 20:21:00,Finished,M4-01_(FR4_01),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,369.0,2026-08-17 20:36:00,2026-08-18 02:45:00,Finished,M4-01_(FR4_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,93.0,2026-08-18 18:30:00,2026-08-18 20:03:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,93.0,2026-08-18 20:10:00,2026-08-18 21:43:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_7006_877c6870,[4022-656-75183] Non loosable block M4,14978.0,93.0,2026-07-12 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,108.0,2026-07-13 19:30:00,2026-07-13 21:18:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,741.0,2026-08-17 17:45:00,2026-08-18 06:06:00,Finished,M4-02_(FR4_02),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,369.0,2026-08-18 08:00:00,2026-08-18 14:09:00,Finished,M4-01_(FR4_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,93.0,2026-08-18 16:30:00,2026-08-18 18:03:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,93.0,2026-08-18 18:10:00,2026-08-18 19:43:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_7007_6ce95d6e,[4022-656-75212] Non loosable block M5,14979.0,104.0,2026-07-12 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,119.0,2026-07-13 21:30:00,2026-07-13 23:29:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,610.0,2026-08-14 13:30:00,2026-08-14 23:40:00,Finished,M4-01_(FR4_01),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,402.0,2026-08-14 23:55:00,2026-08-17 06:37:00,Finished,M4-01_(FR4_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,104.0,2026-08-18 20:30:00,2026-08-18 22:14:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,104.0,,,To Do,-,True
__export__.mrp_production_7008_3cc941b3,[4022-639-33862] YS CT GRIP DETECT AIRL-INTERF,15577.0,45.0,2026-07-31 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,60.0,,,To Do,-,True
,,,,,M5-01 - AW - 5axis - Conveyor Automation (FR5_01),__export__.mrp_workcenter_58_a525d5b9,1890.0,,,To Do,-,True
,,,,,M5-01 - AW - 5axis - Conveyor Automation (FR5_01),__export__.mrp_workcenter_58_a525d5b9,1890.0,,,To Do,-,True
__export__.mrp_production_7009_954f0f2c,[4022-631-99701] LCW ABS PRES SENS CONN BLOCK,14954.0,134.0,2026-07-12 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,149.0,2026-07-10 21:35:00,2026-07-13 08:04:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M5-02 - AW - 5axis - Pallet Automation (FR5_02),__export__.mrp_workcenter_59_d6deab7b,5182.0,2026-07-30 23:45:00,2026-08-05 14:07:00,Finished,M5-02_(FR5_02),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,760.0,2026-08-14 19:41:00,2026-08-17 16:21:00,Finished,M3-01_(FR3_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,670.0,,,To Do,-,True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,134.0,,,To Do,-,True
__export__.mrp_production_7010_07289737,[4022-656-74553] Assy support guide FW 1980,14977.0,20.0,2026-07-24 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,20.0,,,To Do,-,True
,,,,,M5-02 - AW - 5axis - Pallet Automation (FR5_02),__export__.mrp_workcenter_59_d6deab7b,590.0,,,To Do,-,True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,40.0,,,To Do,-,True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,20.0,,,To Do,-,True
__export__.mrp_production_7011_f89d3aee,[4022-656-74553] Assy support guide FW 1980,14977.0,30.0,2026-07-24 02:00:00,"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",__export__.mrp_workcenter_65_c1e1b939,30.0,,,To Do,-,True
,,,,,M5-02 - AW - 5axis - Pallet Automation (FR5_02),__export__.mrp_workcenter_59_d6deab7b,840.0,,,To Do,-,True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,60.0,,,To Do,-,True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,30.0,,,To Do,-,True
__export__.mrp_production_7013_6a3eaa93,[4022-455-09992] POST 2,14928.0,60.0,2026-07-12 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,75.0,2026-07-13 16:00:00,2026-07-13 17:15:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,330.0,2026-08-14 08:00:00,2026-08-14 13:30:00,Finished,M4-01_(FR4_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,210.0,2026-08-17 16:36:00,2026-08-17 20:06:00,Finished,M3-01_(FR3_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,60.0,2026-08-18 15:05:00,2026-08-18 16:05:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,60.0,2026-08-18 16:55:00,2026-08-18 17:55:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_7014_5c77ebb4,[4022-455-09997-3] post 7,14931.0,40.0,2026-08-18 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,55.0,,,To Do,-,True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,330.0,,,To Do,-,True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,130.0,,,To Do,-,True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,40.0,,,To Do,-,True
__export__.mrp_production_7015_89c33165,[4022-456-08803] LENSGAS INTERFACE BLOCK,14932.0,31.0,2026-07-17 02:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,46.0,2026-07-14 12:24:00,2026-07-14 13:10:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,121.0,2026-07-15 16:55:00,2026-07-15 18:56:00,Finished,M3-01_(FR3_01),True
,,,,,M5-01 - AW - 5axis - Conveyor Automation (FR5_01),__export__.mrp_workcenter_58_a525d5b9,710.0,2026-07-15 19:00:00,2026-07-16 06:50:00,Finished,M5-01_(FR5_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,245.0,2026-07-21 11:21:00,2026-07-21 15:26:00,Finished,M3-01_(FR3_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,31.0,2026-07-21 15:39:00,2026-07-21 16:10:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,31.0,2026-07-21 16:30:00,2026-07-21 17:01:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_7016_fa99c96e,[4022-666-18121] Distance Bush 1,14984.0,342.0,2026-07-12 12:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,357.0,2026-07-13 08:30:00,2026-07-13 14:27:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,3168.0,2026-08-07 13:46:00,2026-08-12 18:34:00,Finished,M3-01_(FR3_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,684.0,2026-08-12 20:35:00,2026-08-13 15:59:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,342.0,2026-08-14 10:09:00,2026-08-14 15:51:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_7017_b4825ed9,[4022-333-58791] Filterhouder Cu 0.1,14921.0,60.0,2026-07-12 12:00:00,MP2 - Mat. prep - manual sawing (ZGN_02),__export__.mrp_workcenter_64_95992ef5,60.0,2026-07-10 08:35:00,2026-07-10 09:35:00,Finished,MP2_(ZGN_02),True
,,,,,M4-01 - AW - 4axis - Conveyor Automation (FR4_01),__export__.mrp_workcenter_56_d6637dea,270.0,2026-07-30 19:30:00,2026-07-31 00:00:00,Finished,M4-01_(FR4_01),True
,,,,,BW - Benchwork (BKW_01),__export__.mrp_workcenter_66_9f807a30,300.0,2026-07-31 09:55:00,2026-07-31 14:55:00,Finished,BW_(BKW_01),True
,,,,,PACK - Packaging (VERP_P),__export__.mrp_workcenter_67_d1ac8ce6,60.0,2026-07-31 15:05:00,2026-07-31 16:05:00,Finished,PACK_(VERP_P),True
__export__.mrp_production_7018_040e56b0,[4022.681.2549_2] NXE SR NSM ACTUATED PLATE TOOL,16671.0,1.0,2026-07-21 13:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,15.0,2026-07-15 12:55:00,2026-07-15 13:10:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,90.0,2026-07-15 19:11:00,2026-07-15 20:41:00,Finished,M3-01_(FR3_01),True
__export__.mrp_production_7019_5abb5bc6,[4022.681.2553_2] NXE SR NSM LINK A TOOL,16672.0,1.0,2026-07-21 13:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,15.0,2026-07-15 13:25:00,2026-07-15 13:40:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,90.0,2026-07-15 20:56:00,2026-07-15 22:26:00,Finished,M3-01_(FR3_01),True
__export__.mrp_production_7020_19cbb364,[4022.681.2554_2] NXE SR NSM LINK B TOOL,16673.0,1.0,2026-07-21 13:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,15.0,2026-07-15 13:55:00,2026-07-15 14:10:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,90.0,2026-07-15 22:41:00,2026-07-16 08:11:00,Finished,M3-01_(FR3_01),True
__export__.mrp_production_7021_08753300,[4022.681.2555_2] NXE SR NSM NUT JOINT TOOL,16175.0,1.0,2026-07-21 13:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,15.0,2026-07-15 14:25:00,2026-07-15 14:40:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,90.0,2026-07-16 08:26:00,2026-07-16 09:56:00,Finished,M3-01_(FR3_01),True
__export__.mrp_production_7022_572473e8,[4022.681.2556_2] NXE SR NSM BEARING JOINT TOOL,16176.0,1.0,2026-07-21 13:00:00,MP1 - Mat. prep - automatic sawing (ZGN_01),__export__.mrp_workcenter_63_98a7a00b,15.0,2026-07-15 14:55:00,2026-07-15 15:10:00,Finished,MP1 - Material preparation - automatic sawing (ZGN_01),True
,,,,,M3-01 - AW - 3axis - Manual (FR3_01),__export__.mrp_workcenter_54_3f0243e1,90.0,2026-07-24 16:33:00,2026-07-24 18:03:00,Finished,M3-01_(FR3_01),True
